,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-12,6.64E-11,5.48E-10,1.21E-08,1.99E-08,2.74E-08,1.81E-06,1.58E-09,5.79E-09,1.93E-05,0.00019308,0.00010632,0.000674124,0.00317707,0.010483295,0.010092453,0.008400986,0.015401807,0.017842482,4.36E-05,0.023165773,0.034748659,0.049856772,0.068553061,0.000267722,0.000339801,0.420296105,0.330395812,0.000556989,0.000612688,0.000652216,0.000672598,0.000672598,0.000652816,0.000615512,0.000564219,0.000503223,0.000437009,1
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02E-11,1.27E-10,3.71E-09,7.66E-09,1.27E-08,9.72E-07,9.71E-10,4.01E-09,1.49E-05,0.000163433,9.82E-05,0.000674363,0.003422673,0.012100397,0.012425882,0.010989797,0.021333136,0.026086716,6.71E-05,0.037434894,0.058826263,0.088239394,0.126604348,0.000515032,0.000679843,0.873232025,0.711873933,0.001242954,0.001414396,0.001555836,0.001656213,0.001707969,0.001707969,0.001657735,0.001563007,0.001432757,0.001277864,2
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50E-11,6.59E-10,1.81E-09,3.75E-09,3.45E-07,4.02E-10,1.90E-09,7.92E-06,9.67E-05,6.39E-05,0.000478776,0.002632485,0.010022701,0.011027463,0.010403196,0.021456593,0.027781074,7.55E-05,0.044295921,0.07308827,0.114852996,0.172279493,0.000731312,0.001005555,1.343260151,1.137166307,0.002059067,0.002426757,0.002761482,0.00303763,0.003233606,0.003334657,0.003334657,0.003236579,0.003051631,0.002797329,3
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70E-11,1.53E-10,2.35E-08,4.10E-11,2.71E-10,1.51E-06,2.37E-05,1.96E-05,0.000179085,0.00118161,0.00531672,0.006824666,0.007428832,0.017510817,0.025695221,7.85E-05,0.05151388,0.094442113,0.164031038,0.270651212,0.001258311,0.001887466,2.740600908,2.513458713,0.004915208,0.006238533,0.007624874,0.008986459,0.01022597,0.011248567,0.011974281,0.012348478,0.012348478,0.011985287,6
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-11,2.54E-09,5.93E-12,4.89E-11,3.27E-07,5.99E-06,5.65E-06,5.82E-05,0.000426973,0.002113308,0.002959299,0.003489716,0.008858511,0.013927394,4.54E-05,0.031644588,0.061427729,0.112617503,0.195598821,0.000954846,0.001500473,2.277717679,2.179762901,0.004440258,0.00586114,0.00743914,0.009092282,0.010715903,0.012193959,0.013413355,0.014278733,0.014724943,0.014724943,5
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-13,2.72E-12,3.02E-08,8.31E-07,1.10E-06,1.51E-05,0.000142256,0.000880119,0.001506322,0.002131574,0.006394722,0.011729449,4.41E-05,0.035143663,0.077316059,0.159464372,0.309548487,0.001679011,0.002916176,4.869430989,5.103829064,0.011341842,0.016273078,0.022375482,0.029535637,0.037487539,0.045818103,0.053999908,0.061448171,0.067592988,0.071953826,11
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-09,7.80E-09,2.14E-07,3.53E-06,3.50E-05,8.98E-05,0.000181596,0.000749085,0.001832001,8.96E-06,0.009081839,0.024975058,0.063398223,0.149438668,0.000972678,0.002006148,3.941018358,4.819180057,0.012400229,0.020460378,0.032152023,0.048228035,0.069196746,0.095145526,0.125592094,0.15940535,0.194828761,0.229619611,10
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37E-09,5.64E-08,1.24E-06,1.54E-05,4.73E-05,0.000111531,0.000525789,0.001446635,7.86E-06,0.008765108,0.026295324,0.072312142,0.18356159,0.001280121,0.002816266,5.878251543,7.610907528,0.020671601,0.035903306,0.059240456,0.093092145,0.139638217,0.200350485,0.275481917,0.363636131,0.461538166,0.564102203,16
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20E-09,1.72E-07,2.83E-06,1.09E-05,3.09E-05,0.000169698,0.000533601,3.26E-06,0.004041338,0.013336415,0.040009246,0.110025427,0.000826317,0.001947748,4.336467014,5.965588114,0.01715594,0.031452556,0.054628124,0.090136404,0.141642921,0.212464381,0.304840199,0.419155274,0.553284961,0.702246297,13
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39E-08,3.43E-07,1.76E-06,6.23E-06,4.11E-05,0.000150763,1.05E-06,0.001468073,0.005382933,0.01776368,0.05329104,0.000433581,0.001100629,2.625470812,3.852593039,0.011771812,0.022851165,0.041893802,0.072762919,0.120058816,0.188663854,0.282995781,0.406037425,0.558301459,0.736957926,9
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97E-08,3.82E-07,1.80E-06,1.49E-05,6.55E-05,5.34E-07,0.00085075,0.003509345,0.0128676,0.042463079,0.000376891,0.001036451,2.662562615,4.186094173,0.013643566,0.028139855,0.054624425,0.100144779,0.173935669,0.286993854,0.450990341,0.676485512,0.970609648,1.334588266,11
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69E-08,6.15E-07,6.76E-06,3.72E-05,3.64E-07,0.00067619,0.003187753,0.013149481,0.048214763,0.000470736,0.001412208,3.930173655,6.654349207,0.02323741,0.051122302,0.105439748,0.204677157,0.375241455,0.651735158,1.075363011,1.689856159,2.534784239,3.636864343,21
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-08,5.13E-07,3.76E-06,4.60E-08,0.000102551,0.000564033,0.002659013,0.010968428,0.000118987,0.000392657,1.192105887,2.186607266,0.008223138,0.019383112,0.042642846,0.087950871,0.170728161,0.313001628,0.543634407,0.896996772,1.409566356,2.114349534,9
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-07,4.92E-09,1.83E-05,0.000150785,0.000995178,0.005473479,7.63E-05,0.00031491,1.168526434,2.572028291,0.011431237,0.031435901,0.079798826,0.188097234,0.413813914,0.853491199,1.656777032,3.037424559,5.275526866,8.704619329,24
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-10,9.19E-07,1.01E-05,8.34E-05,0.00055065,8.96E-06,4.22E-05,0.176336317,0.431257297,0.002108369,0.006325107,0.017394044,0.044154112,0.104077551,0.228970612,0.472251887,0.916724251,1.680661127,2.91904301,7
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53E-07,2.53E-06,2.78E-05,0.000229601,4.48E-06,2.47E-05,0.117641294,0.323673397,0.001758226,0.005802145,0.017406436,0.047867699,0.121510313,0.286417166,0.630117766,1.299617892,2.522787674,4.625110735,10
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44E-07,4.02E-06,4.42E-05,1.08E-06,7.12E-06,0.039631716,0.124618361,0.000761557,0.002792374,0.009214835,0.027644506,0.076022393,0.19297992,0.454881239,1.000738726,2.064023622,4.00663409,8
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26E-06,2.08E-05,6.77E-07,5.59E-06,0.037307653,0.136862313,0.000955864,0.003942938,0.01445744,0.047709551,0.143128652,0.393603793,0.99914809,2.355134783,5.181296522,10.68642408,20
48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50E-07,2.68E-08,2.95E-07,0.002465693,0.010854409,8.84E-05,0.000416947,0.001719907,0.006306326,0.020810875,0.062432625,0.171689719,0.435827747,1.027308261,2.260078175,4
49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12E-05,0.000343874,5.60E-06,4.62E-05,0.000305131,0.00167822,0.007911608,0.032635383,0.119663071,0.394888133,1.1846644,3.257827099,5
52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.59E-05,8.77E-07,9.65E-06,7.96E-05,0.000525538,0.002890461,0.013626457,0.056209136,0.206100166,0.680130548,2.040391643,3
53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54E-07,9.14E-06,0.000100584,0.000829818,0.005476796,0.030122378,0.142005498,0.585772678,2.147833151,7.087849399,10
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-05,0.000275163,0.003026793,0.024971044,0.164808888,0.906448886,4.273259034,17.62719352,23
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17E-05,0.000358498,0.003943479,0.032533706,0.214722459,1.180973523,5.567446608,7
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.07E-05,0.001001005,0.011011051,0.090841168,0.599551709,3.297534401,4
58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002947461,0.048633115,0.534964262,4.413455162,5
60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015075377,0.248743719,2.736180905,3
61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.371428571,22.62857143,24
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,1.13831E-13,4.69134E-12,1.0675E-11,2.68601E-13,1.84451E-12,3.94604E-08,2.85947E-07,3.92307E-07,2.46221E-06,7.64642E-06,1.41629E-05,8.44236E-05,8.64362E-08,0.000224954,0.000541443,0.000817129,0.002616255,0.017631146,0.016959926,0.093298891,0.021863065,0.018442753,0.059726788,0.373608518,0.424767579,1.666375139,0.597195633,0.209296921,4.001425969,0.001139828,0.001507988,1.991798761,8.559585274,2.18877781,6.915991383,17.32856069,32.24515589,18.46772508,9.597879522,11.47685421,9.024955754,0.015544064,6.033260558,6.872441577,7.832746558,9.074109713,0.032420313,0.042156829,61.39029106,65.53991619,0.169358894,0.311967172,0.590758475,1.13033697,2.166783228,4.158699596,8.06722235,16.22050154,36.76171656,114.2849346,466
